^SAMPLE = GSM11
!Sample_title = NHGRI_A-357
!Sample_geo_accession = GSM11
!Sample_status = Public on Jan 24 2001
!Sample_submission_date = Jan 09 2001
!Sample_last_update_date = May 27 2005
!Sample_type = RNA
!Sample_channel_count = 2
!Sample_source_name_ch1 = melanoma, skin
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_molecule_ch1 = total RNA
!Sample_source_name_ch2 = NHGRI_Melanoma_Ref
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_molecule_ch2 = total RNA
!Sample_description = Biopsy location: skin
!Sample_description = Patient sex: 54
!Sample_description = Patient age: female
!Sample_description = Passage number: ND
!Sample_description = p16 mutation status: mutation
!Sample_description = Invasive ability: 2.8 +/- 0.2%
!Sample_description = Vasculogenic mimicry: -
!Sample_description = Gel contraction: ND
!Sample_description = Cell motility: 67.80 +/- 4.40
!Sample_description = Scratch wound (%): 26
!Sample_description = 
!Sample_description = See http://www.nhgri.nih.gov/DIR/Microarray/Nature_paper.pdf
!Sample_description = and http://www.nhgri.nih.gov/DIR/Microarray/Melanoma_Supplement/index.html
!Sample_platform_id = GPL7
!Sample_contact_name = Michael,,Bittner
!Sample_contact_email = mbittner@nhgri.nih.gov
!Sample_contact_phone = 301-496-7980
!Sample_contact_fax = 301-402-3241
!Sample_contact_department = Cancer Genetics Branch
!Sample_contact_institute = NHGRI, NIH
!Sample_contact_address =  
!Sample_contact_city = Bethesda
!Sample_contact_state = MD
!Sample_contact_zip/postal_code = 20892
!Sample_contact_country = USA
!Sample_contact_web_link = http://www.nhgri.nih.gov/Intramural_research/People/bittnerm.html
!Sample_supplementary_file = NONE
!Sample_series_id = GSE1
!Sample_data_row_count = 8192
#ID_REF = 
#CH1_TARGET_TOP = Sample 1 (Red Channel) target location in image - top
#CH1_TARGET_LT = Sample 1 (Red Channel) target location in image - left
#CH1_TARGET_BOT = Sample 1 (Red Channel) target location in image - bottom
#CH1_TARGET_RT = Sample 1 (Red Channel) target location in image - right
#CH1_RAW = Sample 1 (Red Channel) Total Intensity
#CH1_MEAN = Sample 1 (Red Channel) Mean Intensity
#CH1_SD = Sample 1 (Red Channel) Standard Deviation
#CH1_AREA = Sample 1 (Red Channel) Area
#CH1_BKD_MEAN = Sample 1 (Red Channel) Mean Background Level
#CH1_BKD_SD = Sample 1 (Red Channel) Background Standard Deviation
#CH2_TARGET_TOP = Sample 2 (Green Channel) target location in image - top
#CH2_TARGET_LT = Sample 2 Green Channel) target location in image - left
#CH2_TARGET_BOT = Sample 2 Green Channel) target location in image - bottom
#CH2_TARGET_RT = Sample 2 Green Channel) target location in image - right
#CH2_RAW = Sample 2 Green Channel) Total Intensity
#CH1_MEAN = Sample 1 (Red Channel) Mean Intensity
#CH2_SD = Sample 2 Green Channel) Standard Deviation
#CH2_AREA = Sample 2 Green Channel) Area
#CH2_BKD_MEAN = Sample 2 Green Channel) Mean Background Level
#CH2_BKD_SD = Sample 2 Green Channel) Background Standard Deviation
#UNION_AREA = Union Area
#RATIO = Raw Ratio
#VALUE = log ratio of PRE_VALUE
#CONF_LEVEL = Confidence Level - fixed at 99%
#CONF_LOW = Confidence Interval - Lower Bound - Raw Ratio
#CONF_UP = Confidence Interval - Upper Bound - Raw Ratio
#NORM_FACTOR = M-value
#CV = Coefficient of variance
#PRE_VALUE = Calibrated Ratio
!sample_table_begin
ID_REF	CH1_TARGET_TOP	CH1_TARGET_LT	CH1_TARGET_BOT	CH1_TARGET_RT	CH1_RAW	CH1_MEAN	CH1_SD	CH1_AREA	CH1_BKD_MEAN	CH1_BKD_SD	CH2_TARGET_TOP	CH2_TARGET_LT	CH2_TARGET_BOT	CH2_TARGET_RT	CH2_RAW	CH1_MEAN	CH2_SD	CH2_AREA	CH2_BKD_MEAN	CH2_BKD_SD	UNION_AREA	RATIO	VALUE	CONF_LEVEL	CONF_LOW	CONF_UP	NORM_FACTOR	CV	PRE_VALUE
4696	719	2284	737	2302	145294	1404.2	929.6	0	3605.9	460.8	719	2284	737	2302	167951	2470.2	869.1	37	3321.2	228.8	37	0.568	-0.0788343	99.000	0.318	1.462	0.682	0.188	0.834
4697	131	2293	149	2311	262263	2676.0	1017.8	48	2904.1	342.8	131	2293	149	2311	272456	2900.4	1219.7	50	2896.5	244.1	55	0.923	0.1312983	99.000	0.318	1.462	0.682	0.188	1.353
4698	755	2284	773	2302	1	1.0	0.0	0	3631.8	454.8	755	2284	773	2302	1	1.0	0.0	0	3333.9	223.0	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4699	167	2293	185	2311	572140	4488.1	1730.5	85	2942.3	349.1	167	2293	185	2311	664366	5772.9	2578.4	77	2855.2	203.7	85	0.777	0.0569053	99.000	0.318	1.462	0.682	0.188	1.140
4700	792	2284	810	2302	1	1.0	0.0	0	3618.2	400.9	792	2284	810	2302	1	1.0	0.0	0	3466.6	256.1	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4701	204	2293	222	2311	200510	2708.8	2091.9	0	3020.0	348.1	204	2293	222	2311	242988	4068.7	2859.7	43	2873.8	214.6	43	0.666	-0.0105503	99.000	0.318	1.462	0.682	0.188	0.976
4702	828	2284	846	2302	246465	1568.1	593.5	34	3675.9	390.9	828	2284	846	2302	251650	1877.0	478.3	55	3477.2	221.3	55	0.835	0.0881363	99.000	0.318	1.462	0.682	0.188	1.225
4703	240	2293	258	2311	322565	3690.2	1422.2	51	3029.9	354.4	240	2293	258	2311	309541	3502.4	1199.4	56	2946.4	261.3	56	1.054	0.1889283	99.000	0.318	1.462	0.682	0.188	1.545
4704	865	2284	883	2302	382270	1665.8	666.4	48	3643.6	413.5	865	2284	883	2302	406430	2029.4	529.9	80	3615.4	280.2	80	0.821	0.0806263	99.000	0.318	1.462	0.682	0.188	1.204
4705	262	440	280	458	211924	1985.9	1145.1	31	3448.1	333.5	262	440	280	458	271081	3184.2	1283.7	47	3766.5	256.9	47	0.624	-0.0385793	99.000	0.318	1.462	0.682	0.188	0.915
4706	878	450	896	468	1	1.0	0.0	0	3553.4	384.3	878	450	896	468	1	1.0	0.0	0	4540.5	276.1	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4707	298	440	316	458	214842	1908.1	785.3	36	3463.0	347.7	298	440	316	458	257419	2634.4	708.6	48	3801.1	258.5	48	0.724	0.0261253	99.000	0.318	1.462	0.682	0.188	1.062
4708	914	450	932	468	348473	2925.8	1239.6	61	3649.2	392.7	914	450	932	468	332149	1699.0	987.4	42	4568.0	280.1	61	1.722	0.4022613	99.000	0.318	1.462	0.682	0.188	2.525
4709	335	440	353	458	176354	2159.5	1138.6	0	3529.4	342.2	335	440	353	458	206647	2793.3	943.5	39	3872.7	265.8	39	0.773	0.0546133	99.000	0.318	1.462	0.682	0.188	1.134
4710	951	449	969	467	1	1.0	0.0	0	3494.9	376.7	951	449	969	467	1	1.0	0.0	0	4616.2	266.8	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4711	371	440	389	458	109590	1412.0	904.8	0	3569.4	348.5	371	440	389	458	138810	2427.7	1011.7	30	3881.9	249.2	30	0.582	-0.0690513	99.000	0.318	1.462	0.682	0.188	0.853
4712	987	449	1005	467	1	1.0	0.0	0	3290.2	296.7	987	449	1005	467	1	1.0	0.0	0	4588.7	260.7	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4713	408	440	426	458	1	1.0	0.0	0	3456.6	321.3	408	440	426	458	1	1.0	0.0	0	3917.4	264.4	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4714	1024	449	1042	467	88686	638.3	277.8	0	3217.6	322.7	1024	449	1042	467	143927	1645.4	400.4	31	4612.3	253.0	31	0.388	-0.2448883	99.000	0.318	1.462	0.682	0.188	0.569
4715	444	439	462	457	144960	1349.7	344.1	0	3482.3	365.7	444	439	462	457	166693	1686.6	186.3	38	3869.8	241.0	38	0.800	0.0696683	99.000	0.318	1.462	0.682	0.188	1.174
4716	1060	449	1078	467	191836	620.8	352.8	0	3140.7	311.7	1060	449	1078	467	314776	1519.6	319.1	59	4652.5	261.3	59	0.409	-0.2225733	99.000	0.318	1.462	0.682	0.188	0.599
4717	266	1058	284	1076	161400	855.8	1025.8	0	3891.2	422.3	266	1058	284	1076	259796	3394.9	1836.6	42	4246.1	239.2	42	0.252	-0.4317983	99.000	0.318	1.462	0.682	0.188	0.370
4718	868	1057	886	1075	1	1.0	0.0	0	3806.0	409.8	868	1057	886	1075	1	1.0	0.0	0	4406.7	263.8	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4719	303	1058	321	1076	243665	1021.9	797.8	0	3851.4	378.8	303	1058	321	1076	346446	2641.4	1445.5	58	4287.5	263.9	58	0.387	-0.2464173	99.000	0.318	1.462	0.682	0.188	0.567
4720	904	1056	922	1074	157550	1709.6	1124.4	0	3723.1	345.3	904	1056	922	1074	242832	3969.5	2106.5	37	4404.0	263.9	37	0.431	-0.1992833	99.000	0.318	1.462	0.682	0.188	0.632
4721	339	1058	357	1076	197522	677.7	820.9	0	3915.8	418.5	339	1058	357	1076	299852	2830.1	1685.7	51	4143.2	227.0	51	0.239	-0.4546933	99.000	0.318	1.462	0.682	0.188	0.351
4722	941	1056	959	1074	249987	1367.9	589.2	40	3733.9	352.0	941	1056	959	1074	333437	2346.4	817.8	57	4458.4	240.5	57	0.583	-0.0680343	99.000	0.318	1.462	0.682	0.188	0.855
4723	375	1058	393	1076	1049601	12884.1	18007.5	65	3776.3	356.3	375	1058	393	1076	807784	8612.4	10365.9	62	4209.5	259.0	71	1.496	0.3412373	99.000	0.318	1.462	0.682	0.188	2.194
4724	977	1056	995	1074	1	1.0	0.0	0	3701.6	353.8	977	1056	995	1074	1	1.0	0.0	0	4584.1	269.1	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4725	412	1057	430	1075	253001	1052.5	713.8	0	3812.9	370.5	412	1057	430	1075	342104	2403.2	857.5	60	4175.7	244.8	60	0.438	-0.1924653	99.000	0.318	1.462	0.682	0.188	0.642
4726	1014	1056	1032	1074	1	1.0	0.0	0	3687.3	360.8	1014	1056	1032	1074	1	1.0	0.0	0	4559.2	281.4	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4727	448	1057	466	1075	130581	1732.2	1173.2	0	3708.7	418.2	448	1057	466	1075	178837	3333.5	1594.3	32	4118.1	279.2	32	0.520	-0.1180453	99.000	0.318	1.462	0.682	0.188	0.762
4728	1051	1056	1069	1074	1	1.0	0.0	0	3542.6	319.6	1051	1056	1069	1074	1	1.0	0.0	0	4527.8	260.2	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4729	262	1661	280	1679	1	1.0	0.0	0	3282.7	341.5	262	1661	280	1679	1	1.0	0.0	0	3276.9	253.2	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4730	879	1663	897	1681	1	1.0	0.0	0	3835.5	379.9	879	1663	897	1681	1	1.0	0.0	0	4003.0	254.0	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4731	299	1661	317	1679	132155	2160.5	806.9	0	3346.0	345.6	299	1661	317	1679	145062	2757.9	868.9	32	3286.3	247.0	32	0.783	0.0603203	99.000	0.318	1.462	0.682	0.188	1.149
4732	916	1662	934	1680	103464	589.1	477.8	0	3909.4	379.7	916	1662	934	1680	141391	2121.9	775.9	31	4025.5	255.5	31	0.278	-0.3904063	99.000	0.318	1.462	0.682	0.188	0.407
4733	335	1661	353	1679	1	1.0	0.0	0	3385.2	333.1	335	1661	353	1679	1	1.0	0.0	0	3196.3	192.0	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4734	952	1662	970	1680	100518	435.9	456.1	0	3934.5	371.8	952	1662	970	1680	144650	2228.0	761.8	31	4061.1	249.4	31	0.196	-0.5421183	99.000	0.318	1.462	0.682	0.188	0.287
4735	372	1661	390	1679	1	1.0	0.0	0	3369.0	345.5	372	1661	390	1679	1	1.0	0.0	0	3291.9	248.7	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4736	989	1662	1007	1680	175412	2648.8	1722.7	0	3847.9	338.3	989	1662	1007	1680	224012	4098.9	2098.5	35	4197.8	300.0	35	0.646	-0.0231923	99.000	0.318	1.462	0.682	0.188	0.948
4737	408	1661	426	1679	180422	2422.9	1209.3	30	3397.2	342.7	408	1661	426	1679	197636	3051.1	1332.1	39	3324.2	250.9	39	0.794	0.0663263	99.000	0.318	1.462	0.682	0.188	1.165
4738	1026	1662	1044	1680	267599	3738.1	1471.9	42	3907.6	383.4	1026	1662	1044	1680	262907	3285.2	1170.0	42	4226.5	259.9	43	1.138	0.2224563	99.000	0.318	1.462	0.682	0.188	1.669
4739	445	1661	463	1679	1	1.0	0.0	0	3321.0	347.5	445	1661	463	1679	1	1.0	0.0	0	3333.5	250.5	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4740	1062	1662	1080	1680	1	1.0	0.0	0	3920.1	355.4	1062	1662	1080	1680	1	1.0	0.0	0	4284.6	275.1	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4741	258	2293	276	2311	1	1.0	0.0	0	3032.2	343.3	258	2293	276	2311	1	1.0	0.0	0	2925.8	244.2	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4742	883	2283	901	2301	1	1.0	0.0	0	3725.7	428.2	883	2283	901	2301	1	1.0	0.0	0	3590.1	250.5	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4743	295	2293	313	2311	190580	2048.5	789.2	36	3102.3	342.0	295	2293	313	2311	178095	1936.0	710.4	44	2877.4	211.9	45	1.058	0.1908923	99.000	0.318	1.462	0.682	0.188	1.552
4744	919	2283	937	2301	1	1.0	0.0	0	3702.7	423.7	919	2283	937	2301	1	1.0	0.0	0	3630.7	261.7	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4745	331	2293	349	2311	117755	1999.4	677.7	0	3120.4	329.0	331	2293	349	2311	107455	1706.5	312.4	31	2965.5	247.4	31	1.172	0.2350233	99.000	0.318	1.462	0.682	0.188	1.718
4746	956	2283	974	2301	1	1.0	0.0	0	3770.7	415.4	956	2283	974	2301	1	1.0	0.0	0	3645.0	239.9	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4747	367	2293	385	2311	1	1.0	0.0	0	2946.3	278.2	367	2293	385	2311	1	1.0	0.0	0	2933.3	214.2	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4748	992	2283	1010	2301	1	1.0	0.0	0	3958.1	437.9	992	2283	1010	2301	1	1.0	0.0	0	3753.8	234.3	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4749	404	2293	422	2311	1	1.0	0.0	0	3092.2	299.2	404	2293	422	2311	1	1.0	0.0	0	2976.9	221.1	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4750	1028	2283	1046	2301	1	1.0	0.0	0	3945.4	470.7	1028	2283	1046	2301	1	1.0	0.0	0	3871.5	286.2	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4751	440	2293	458	2311	113354	1581.3	576.4	0	3141.7	325.6	440	2293	458	2311	117269	1881.7	504.6	32	3004.5	242.8	32	0.840	0.0906113	99.000	0.318	1.462	0.682	0.188	1.232
4752	1065	2283	1083	2301	1	1.0	0.0	0	3953.8	451.8	1065	2283	1083	2301	1	1.0	0.0	0	3877.2	245.1	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4753	280	440	298	458	318980	2358.5	1115.5	51	3441.2	343.5	280	440	298	458	390361	3319.9	1422.2	63	3777.5	250.8	63	0.710	0.0178683	99.000	0.318	1.462	0.682	0.188	1.042
4754	896	450	914	468	120004	697.6	384.1	0	3588.3	374.4	896	450	914	468	174642	1663.7	339.3	36	4573.6	285.2	36	0.419	-0.2111253	99.000	0.318	1.462	0.682	0.188	0.615
4755	317	440	335	458	1	1.0	0.0	0	3484.0	321.0	317	440	335	458	1	1.0	0.0	0	3840.9	269.0	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4756	932	450	950	468	118099	1213.0	313.4	0	3510.9	342.8	932	450	950	468	151500	1441.0	236.1	33	4619.0	282.6	33	0.842	0.0916673	99.000	0.318	1.462	0.682	0.188	1.235
4757	353	440	371	458	135924	2121.7	1172.9	0	3541.8	337.2	353	440	371	458	161617	2820.1	1265.2	32	3914.0	264.4	32	0.752	0.0425763	99.000	0.318	1.462	0.682	0.188	1.103
4758	969	449	987	467	1	1.0	0.0	0	3397.6	331.2	969	449	987	467	1	1.0	0.0	0	4594.8	255.8	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4759	390	440	408	458	182402	1750.5	753.4	0	3461.0	318.6	390	440	408	458	214404	2218.8	687.7	43	3907.1	265.0	43	0.789	0.0633333	99.000	0.318	1.462	0.682	0.188	1.157
4760	1005	449	1023	467	1	1.0	0.0	0	3272.1	320.8	1005	449	1023	467	1	1.0	0.0	0	4649.4	269.4	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4761	426	439	444	457	255288	2540.7	1177.1	37	3537.6	343.8	426	439	444	457	295827	3126.6	1112.7	50	3916.9	253.7	50	0.813	0.0762763	99.000	0.318	1.462	0.682	0.188	1.192
4762	1042	449	1060	467	1	1.0	0.0	0	3208.6	334.1	1042	449	1060	467	1	1.0	0.0	0	4621.9	252.5	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4763	463	439	481	457	1	1.0	0.0	0	3396.4	350.8	463	439	481	457	1	1.0	0.0	0	3843.1	237.9	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4764	1078	449	1096	467	1	1.0	0.0	0	3042.3	281.0	1078	449	1096	467	1	1.0	0.0	0	4727.6	293.6	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4765	285	1058	303	1076	105346	167.5	374.4	0	3884.2	380.2	285	1058	303	1076	175358	2516.4	969.4	34	4228.1	252.6	34	0.067	-1.0087743	99.000	0.318	1.462	0.682	0.188	0.098
4766	886	1057	904	1075	177390	2110.1	1739.1	0	3802.9	398.4	886	1057	904	1075	254753	4107.8	2664.3	38	4384.0	250.5	38	0.514	-0.1232053	99.000	0.318	1.462	0.682	0.188	0.753
4767	321	1058	339	1076	148553	804.9	785.2	0	3837.4	393.6	321	1058	339	1076	234949	3074.5	1662.3	40	4267.7	254.2	40	0.262	-0.4156693	99.000	0.318	1.462	0.682	0.188	0.384
4768	923	1056	941	1074	1	1.0	0.0	0	3679.2	343.0	923	1056	941	1074	1	1.0	0.0	0	4466.2	269.7	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4769	357	1058	375	1076	145425	441.1	538.4	0	3836.1	390.0	357	1058	375	1076	213228	2123.8	936.8	42	4147.6	234.0	42	0.208	-0.5157003	99.000	0.318	1.462	0.682	0.188	0.305
4770	959	1056	977	1074	1	1.0	0.0	0	3717.4	325.4	959	1056	977	1074	1	1.0	0.0	0	4483.9	243.5	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4771	394	1058	412	1076	163381	1299.6	677.8	0	3806.1	360.9	394	1058	412	1076	222938	2775.9	1224.2	40	4190.9	253.8	40	0.468	-0.1630433	99.000	0.318	1.462	0.682	0.188	0.687
4772	996	1056	1014	1074	1	1.0	0.0	0	3777.1	406.7	996	1056	1014	1074	1	1.0	0.0	0	4553.4	250.2	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4773	430	1057	448	1075	1	1.0	0.0	0	3821.0	406.5	430	1057	448	1075	1	1.0	0.0	0	4189.3	279.9	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4774	1032	1056	1050	1074	1	1.0	0.0	0	3580.5	306.8	1032	1056	1050	1074	1	1.0	0.0	0	4557.8	286.9	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4775	466	1057	484	1075	159434	1612.7	669.7	0	3701.7	427.7	466	1057	484	1075	222362	3296.9	1166.2	38	4115.2	283.2	38	0.489	-0.1444813	99.000	0.318	1.462	0.682	0.188	0.717
4776	1069	1055	1087	1073	1	1.0	0.0	0	3541.0	348.9	1069	1055	1087	1073	1	1.0	0.0	0	4565.9	266.7	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4777	281	1661	299	1679	1	1.0	0.0	0	3333.7	358.0	281	1661	299	1679	1	1.0	0.0	0	3279.9	248.1	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4778	898	1662	916	1680	117754	878.9	830.7	0	3831.3	353.5	898	1662	916	1680	165932	2616.9	1095.1	33	4020.4	261.9	33	0.336	-0.3071533	99.000	0.318	1.462	0.682	0.188	0.493
4779	317	1661	335	1679	1	1.0	0.0	0	3361.5	334.2	317	1661	335	1679	1	1.0	0.0	0	3272.5	228.0	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4780	934	1662	952	1680	151886	1685.4	744.5	0	3940.0	379.1	934	1662	952	1680	194903	3155.0	802.0	35	4063.6	260.6	35	0.534	-0.1062383	99.000	0.318	1.462	0.682	0.188	0.783
4781	354	1661	372	1679	1	1.0	0.0	0	3362.8	352.2	354	1661	372	1679	1	1.0	0.0	0	3226.6	206.8	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4782	971	1662	989	1680	1	1.0	0.0	0	3884.2	356.5	971	1662	989	1680	1	1.0	0.0	0	4113.7	267.7	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4783	390	1661	408	1679	1	1.0	0.0	0	3356.7	326.5	390	1661	408	1679	1	1.0	0.0	0	3296.8	247.3	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4784	1007	1662	1025	1680	192620	2599.2	1085.7	31	3821.5	318.6	1007	1662	1025	1680	236177	3664.4	1325.0	38	4208.2	269.7	38	0.709	0.0170333	99.000	0.318	1.462	0.682	0.188	1.040
4785	427	1661	445	1679	1	1.0	0.0	0	3410.7	343.1	427	1661	445	1679	1	1.0	0.0	0	3352.6	245.9	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4786	1044	1662	1062	1680	124196	1093.4	522.0	0	3874.5	372.2	1044	1662	1062	1680	177669	2878.0	772.3	33	4228.8	256.2	33	0.380	-0.2541453	99.000	0.318	1.462	0.682	0.188	0.557
4787	463	1661	481	1679	165972	1348.4	987.7	0	3261.9	349.9	463	1661	481	1679	195811	2124.3	1193.8	44	3314.9	246.3	44	0.635	-0.0310503	99.000	0.318	1.462	0.682	0.188	0.931
4788	1081	1662	1099	1680	1	1.0	0.0	0	3942.1	370.5	1081	1662	1099	1680	1	1.0	0.0	0	4268.4	252.3	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4789	276	2293	294	2311	1	1.0	0.0	0	3079.0	365.3	276	2293	294	2311	1	1.0	0.0	0	2927.1	232.5	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4790	901	2283	919	2301	121988	1370.3	512.5	0	3712.5	420.6	901	2283	919	2301	120263	1402.0	383.6	32	3609.0	256.0	32	0.977	0.1562463	99.000	0.318	1.462	0.682	0.188	1.433
4791	313	2293	331	2311	143060	1992.3	746.2	0	3117.0	339.3	313	2293	331	2311	140116	2039.9	715.0	36	2964.2	236.6	36	0.977	0.1559433	99.000	0.318	1.462	0.682	0.188	1.432
4792	937	2283	955	2301	196474	1336.5	817.1	0	3833.8	448.0	937	2283	955	2301	212082	1915.4	737.8	46	3665.7	253.1	46	0.698	0.0098763	99.000	0.318	1.462	0.682	0.188	1.023
4793	349	2293	367	2311	1	1.0	0.0	0	3064.5	306.5	349	2293	367	2311	1	1.0	0.0	0	2887.9	211.6	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4794	974	2283	992	2301	1	1.0	0.0	0	3820.0	419.4	974	2283	992	2301	1	1.0	0.0	0	3641.7	220.7	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4795	385	2293	403	2311	1	1.0	0.0	0	2952.1	287.5	385	2293	403	2311	1	1.0	0.0	0	2981.3	237.2	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4796	1010	2283	1028	2301	102567	778.8	509.1	0	3883.4	417.0	1010	2283	1028	2301	126294	1885.1	674.5	30	3855.6	281.6	30	0.413	-0.2175273	99.000	0.318	1.462	0.682	0.188	0.606
4797	422	2293	440	2311	175685	2478.2	1620.5	0	3189.1	304.1	422	2293	440	2311	200082	3432.2	2161.1	39	3022.1	242.2	39	0.722	0.0248963	99.000	0.318	1.462	0.682	0.188	1.059
4798	1047	2283	1065	2301	1	1.0	0.0	0	3944.6	464.2	1047	2283	1065	2301	1	1.0	0.0	0	3876.1	260.3	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4799	458	2293	476	2311	177176	1554.0	706.1	30	3108.6	345.3	458	2293	476	2311	183905	1844.9	694.3	45	2994.7	236.8	46	0.842	0.0916673	99.000	0.318	1.462	0.682	0.188	1.235
4800	1083	2283	1101	2301	1	1.0	0.0	0	3945.8	411.8	1083	2283	1101	2301	1	1.0	0.0	0	3949.6	259.2	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4801	481	439	499	457	126356	1478.1	460.1	0	3381.7	317.7	481	439	499	457	146397	1674.8	295.5	34	3955.8	278.9	34	0.883	0.1119343	99.000	0.318	1.462	0.682	0.188	1.294
4802	1097	449	1115	467	1	1.0	0.0	0	3090.3	309.4	1097	449	1115	467	1	1.0	0.0	0	4711.0	291.6	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4803	517	439	535	457	1	1.0	0.0	0	3469.3	359.8	517	439	535	457	1	1.0	0.0	0	3957.4	258.0	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4804	1133	449	1151	467	1	1.0	0.0	0	3048.9	306.5	1133	449	1151	467	1	1.0	0.0	0	4675.0	234.0	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4805	554	439	572	457	140461	2123.5	841.0	33	2558.5	365.4	554	439	572	457	166967	1707.9	835.5	34	3857.6	228.8	38	1.243	0.2607873	99.000	0.318	1.462	0.682	0.188	1.823
4806	1170	448	1188	466	1	1.0	0.0	0	2994.9	328.3	1170	448	1188	466	1	1.0	0.0	0	4650.9	237.8	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4807	590	439	608	457	203615	2051.4	1267.6	0	3604.6	359.0	590	439	608	457	241003	2600.5	1248.9	44	4094.0	226.6	44	0.789	0.0633333	99.000	0.318	1.462	0.682	0.188	1.157
4808	1206	448	1224	466	1	1.0	0.0	0	3032.2	338.8	1206	448	1224	466	1	1.0	0.0	0	4661.7	249.6	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
4809	43	459	61	477	226337	1830.0	1686.3	0	3314.0	355.2	43	459	61	477	324858	3816.0	2476.4	52	3567.1	300.4	52	0.480	-0.1530453	99.000	0.318	1.462	0.682	0.188	0.703
4810	658	469	676	487	150571	2196.4	605.9	30	3594.8	342.0	658	469	676	487	207505	3771.6	1161.1	34	4209.4	265.8	34	0.582	-0.0685423	99.000	0.318	1.462	0.682	0.188	0.854
